model,time,test_rmse,test_spearman,train_rmse,rank_m,rank_beta,rank_gamma,sparse_beta,sparse_gamma,test_rrmse,train_rrmse,train_spearman
Glocal-K,174.15026149749755,0.85214585,0.6006736765580465,0.6982392,65,,,,,0.7801503,0.624953,0.769694801734905
